series_xml_id,default_code,variant_thickness,variant_color,variant_adhesive_type,variant_base_material,variant_peel_strength,variant_adhesive_std,variant_base_material_std,variant_color_std,variant_fire_rating,variant_holding_power,variant_pe_peel,variant_sus_peel,variant_thickness_std
catalog_tesa_759xx,75925,250um,黑色,改性丙烯酸,丙烯酸,,改性丙烯酸,丙烯酸,黑色,none,,,,250um
catalog_tesa_759xx,75930,300um,黑色,改性丙烯酸,丙烯酸,,改性丙烯酸,丙烯酸,黑色,none,,,,300um
catalog_tesa_761xx,76105,50um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,50um
catalog_tesa_761xx,76108,80um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,80um
catalog_tesa_761xx,76110,100um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,100um
catalog_tesa_761xx,76115,150um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,150um
catalog_tesa_761xx,76120,200um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,200um
catalog_tesa_761xx,76125,250um,黑色,合成橡胶,PET,,合成橡胶,PET,黑色,none,,,,250um
catalog_tesa_770xx,77010,100um,黑色,特殊,,,特殊,,黑色,none,,,,100um
catalog_tesa_770xx,77015,150um,黑色,特殊,,,特殊,,黑色,none,,,,150um
catalog_tesa_790xx,7905,5um,哑光黑色,黑色改性丙烯酸,PET,,黑色改性丙烯酸,PET,哑光黑色,none,,,,5um
catalog_tesa_791xx,7910,10um,哑光黑色,黑色改性丙烯酸,PET,,黑色改性丙烯酸,PET,哑光黑色,none,,,,10um
catalog_tesa_792xx,7920,20um,哑光黑色,黑色改性丙烯酸,PET,,黑色改性丙烯酸,PET,哑光黑色,none,,,,20um
catalog_tesa_793xx,7930,30um,哑光黑色,黑色改性丙烯酸,PET,,黑色改性丙烯酸,PET,哑光黑色,none,,,,30um
catalog_tesa_795xx,7950,100um,哑光黑色,黑色改性丙烯酸,PET,,黑色改性丙烯酸,PET,哑光黑色,none,,,,100um
catalog_tesa_885xx,8851,30um,半透明,改性丙烯酸,无纺布,8.3/9.5 N/cm,改性丙烯酸,无纺布,半透明,none,,,,30um
catalog_tesa_885xx,8853,50um,半透明,改性丙烯酸,无纺布,8.3/9.5 N/cm,改性丙烯酸,无纺布,半透明,none,,,,50um
catalog_tesa_885xx,8854,100um,半透明,改性丙烯酸,无纺布,8.3/9.5 N/cm,改性丙烯酸,无纺布,半透明,none,,,,100um
catalog_tesa_885xx,8857,80um,半透明,改性丙烯酸,无纺布,8.3/9.5 N/cm,改性丙烯酸,无纺布,半透明,none,,,,80um
